date,mode,scenario,model_arm,days,initial_soc_kwh,terminal_soc_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,final_relative_cost_yuan,sequential_cost_yuan,emergency_kwh,unused_surplus_kwh
2025-08-18,q3,S2,joint_empirical,1,6059.6155275,6033.209313750001,48936.00528456007,-542.8152974153419,6005.579889904216,54398.76987704894,54406.20080749644,1370.7973192083407,8586.188056737663
2025-08-19,q3,S2,joint_empirical,1,6033.209313750001,6032.13118875,48188.45041656721,-130.0111507654155,5116.320896634333,53174.760162436134,54134.07091529949,1164.8251736388893,9052.923058744876
2025-08-20,q3,S2,joint_empirical,1,6032.13118875,6024.51876375,52222.24574246306,-886.4935265956433,7913.670998965771,59249.4232148332,59722.602902116625,1893.855786930554,7222.44077133334
2025-08-21,q3,S2,joint_empirical,1,6024.51876375,6000.0,49459.2965935423,-724.1099263302822,4679.059467046526,53414.24613425853,54393.13133314687,1013.3241597222202,7630.062172359396
2025-08-22,q3,S2,joint_empirical,1,6000.0,6000.0,24396.08983222694,-126.91248413256875,7465.410172635781,31734.58752073015,31769.08888341848,1860.2997396261983,18728.270176388894
2025-08-23,q3,S2,joint_empirical,1,6000.0,6045.807315000001,24063.31090475999,656.6088655683327,4686.158195122942,29406.07796545127,29430.655147252102,1196.9336937959567,17762.93900555556
2025-08-24,q3,S2,joint_empirical,1,6045.807315000001,6052.4086575,48026.66011100254,-21.23885984020867,6615.0753589819315,54620.49661014426,56512.73198773889,1419.8347958333313,8556.016352205937
2025-08-25,q3,S2,joint_empirical,1,6052.4086575,6047.362533750001,61236.237911842356,-4866.070990011536,5573.769017934506,61943.93593976532,61943.93593976532,1245.9689095694407,8656.693188888892
2025-08-26,q3,S2,joint_empirical,1,6047.362533750001,6025.5734062500005,48528.25660042462,463.46789318521365,6079.089710663462,55070.814204273265,55368.51611663758,1387.9194160853908,7780.891856944449
2025-08-27,q3,S2,joint_empirical,1,6025.5734062500005,6019.14887625,48953.74459582942,2270.951649448289,6154.4126207288855,57379.108866006594,59312.84934875897,1322.7090669722213,8781.603075891631
2025-08-28,q3,S2,joint_empirical,1,6019.14887625,6000.0,47875.59261796235,3003.1438512088816,8393.037862068164,59271.77433123941,60560.80783313191,2330.704092750002,6432.8359
2025-08-29,q3,S2,joint_empirical,1,6000.0,6000.0,26290.936338868058,-278.53991893932067,3211.9960163169144,29224.392436245656,29679.2185533841,714.3627060528122,18824.08847311387
2025-08-30,q3,S2,joint_empirical,1,6000.0,6036.7986375,25077.955075740578,-161.26985460452164,4126.237133440598,29042.922354576647,29042.922354576647,1062.2430103737984,21411.88422377743
2025-08-31,q3,S2,joint_empirical,1,6036.7986375,6044.153264999999,48907.22908366924,612.2790405552902,7985.709789843481,57505.21791406801,57607.932428014676,1948.032364704729,8440.90491666667
2025-09-01,q3,S2,joint_empirical,1,6044.153264999999,6040.634804999999,54136.03130007073,-2175.5775992832787,1074.9712907645837,53035.42499155203,53485.80588193755,230.38595833333346,21654.440479789268
2025-09-02,q3,S2,joint_empirical,1,6040.634804999999,6040.634805,48039.2529761669,565.9247985664953,2039.225499179861,50644.40327391326,52167.85481764323,433.3583277777776,18658.549686111124
2025-09-03,q3,S2,joint_empirical,1,6040.634805,6041.92028625,50559.77566567888,-424.3389907967734,1839.1098647770873,51974.5465396592,52130.5620429324,408.5456958333342,18984.049785253606
2025-09-04,q3,S2,joint_empirical,1,6041.92028625,6000.0,49717.449513290354,-709.3232624560517,2838.028497231946,51846.15474806627,52134.29351255132,547.6735027777781,18091.2282529321
2025-09-05,q3,S2,joint_empirical,1,6000.0,6000.0,25050.581877400004,-362.2836455461122,1766.8456672458308,26455.143899099723,26465.309957377216,397.90357222222167,31760.56702926389
2025-09-06,q3,S2,joint_empirical,1,6000.0,6031.9643099999985,24836.843068085836,246.32461563230322,829.9589387513901,25913.12662246953,25915.041695749525,184.70030277777803,31338.094579166664
2025-09-07,q3,S2,joint_empirical,1,6031.9643099999985,6020.496195,47408.772082802665,1855.2128721851286,2861.308222111108,52125.293177098894,53043.58557735812,564.574230555555,18137.879656967256
2025-09-08,q3,S2,joint_empirical,1,6020.496195,6021.86157,49728.67222352722,145.1395589296626,3733.4111538715224,53607.22293632841,53736.85788964799,782.9939055555546,15633.661016916678
2025-09-09,q3,S2,joint_empirical,1,6021.86157,6034.5925987499995,43741.25797760704,1026.604916055032,5399.751801181257,50167.61469484334,51599.738599690754,1114.712130555557,13703.184251388888
2025-09-10,q3,S2,joint_empirical,1,6034.5925987499995,6029.458935,50104.208392589586,-651.0029053560403,3185.1998860916615,52638.40537332521,53107.646791499326,708.8751249999989,13091.48239402487
2025-09-11,q3,S2,joint_empirical,1,6029.458935,6000.0,49861.527381569045,-2431.0772932182526,3720.691593755265,51151.14168210607,51181.33342458559,810.622034139232,14163.269557333337
2025-09-12,q3,S2,joint_empirical,1,6000.0,6037.756799999999,22539.064431780414,0.0,1805.6709693104194,24344.735401090835,24466.96616642127,377.84856388888943,24821.411532819453
2025-09-13,q3,S2,joint_empirical,1,6037.756799999999,6061.0449075,22286.101382207642,32.79190274930545,1922.704054878805,24241.597339835753,24262.655630251727,406.40563394444433,27983.662340867624
2025-09-14,q3,S2,joint_empirical,1,6061.0449075,6048.216018749999,52327.155010649236,-2145.296040021928,2101.8851035583316,52283.744074185655,52910.02115678018,452.70398333333287,12620.778296513903
2025-09-15,q3,S2,joint_empirical,1,6048.216018749999,6081.5414775,40986.32143549967,-141.78815202251553,9287.157478162098,50131.69076163928,50272.09546129625,2007.324990569442,7436.7521466057915
2025-09-16,q3,S2,joint_empirical,1,6081.5414775,6060.881835,48403.06428855069,-2329.3985034608763,5227.500504266653,51301.166289356464,51319.87249669646,1246.7511876028814,8595.494168791665
2025-09-17,q3,S2,joint_empirical,1,6060.881835,6101.805757500001,45864.86243378969,-1281.4942493398316,5885.062289729311,50468.43047417918,50523.06759909793,1550.4340953189326,6712.786538888893
2025-09-18,q3,S2,joint_empirical,1,6101.805757500001,6000.0,40216.29503456669,3439.969929761251,6436.548298886167,50092.81326321409,51064.00243618157,1407.5215720164633,7159.949283845172
2025-09-19,q3,S2,joint_empirical,1,6000.0,6000.0,18637.56270186723,-34.45517577118045,5470.81186521111,24073.919391307165,24073.919391307165,1400.2750041666663,15867.849713343454
2025-09-20,q3,S2,joint_empirical,1,6000.0,6041.143027500001,18277.78897116042,-99.55803148972215,7520.881774551377,25699.112714222076,25699.112714222076,1734.3868972222185,16119.206123508227
2025-09-21,q3,S2,joint_empirical,1,6041.143027500001,6058.997872500001,43553.392544108676,-811.0251714921419,8513.585604883876,51255.95297750041,51255.95297750041,1987.9973146111133,7460.636501457478
2025-09-22,q3,S2,joint_empirical,1,6058.997872500001,6057.701471250001,44308.67698507807,-2662.793813504681,16312.876505612958,57958.759677186354,57964.79585491746,3942.197288340022,3036.4578263888925
2025-09-23,q3,S2,joint_empirical,1,6057.701471250001,6021.34850625,43848.24746745775,-1106.8124861024426,14066.202640202137,56807.637621557486,56832.80112820387,3163.6284150720144,4349.180358305561
2025-09-24,q3,S2,joint_empirical,1,6021.34850625,6051.0674850000005,38251.50002904181,1988.9930611052318,15959.357801557639,56199.8508917047,56199.8508917047,3914.106129166667,2673.720894444447
2025-09-25,q3,S2,joint_empirical,1,6051.0674850000005,6031.889190000002,42913.71743018486,-44.862173257843516,10912.322497225046,53781.17775415206,53982.06613908997,2748.071541774002,7282.728659722223
2025-09-26,q3,S2,joint_empirical,1,6031.889190000002,6000.0,18117.655576439567,-182.28724307687477,5442.4739425451335,23377.842275907842,23419.280081194924,1323.1098861111095,13425.652618089858
2025-09-27,q3,S2,joint_empirical,1,6000.0,6019.8284475,17734.208608611807,46.4781568858327,9826.839604188352,27607.526369686006,27883.744684714755,2320.2917121570617,14175.995525000002
